TrainLoss TrainAccuracy TestLoss TestAccuracy
1.0799 65.0586 1.09833 65.4956
1.07672 65.1503 1.09726 67.2174
1.07405 65.3102 1.09328 66.1226
1.07172 65.7116 1.09218 65.9534
1.06827 65.8665 1.09642 65.7842
1.06541 66.1281 1.08973 65.5155
1.06327 66.1047 1.08412 67.0482
1.05998 66.3946 1.08239 66.8491
1.05759 66.4779 1.0836 65.5653
1.05438 66.911 1.07871 66.8989
1.0522 67.0409 1.0767 66.7297
1.04969 67.1475 1.0756 68.6107
1.04698 67.1292 1.07236 68.0036
1.044 67.4274 1.07011 67.2572
1.04171 67.4574 1.07177 67.3368
1.04002 67.5956 1.07048 67.1576
1.03672 67.7355 1.06873 66.7695
1.03458 67.8355 1.06233 68.6604
1.03276 68.0037 1.06581 67.6055
1.03005 68.057 1.06228 66.7396
1.02772 67.9438 1.06353 68.332
1.02553 68.3186 1.0642 66.9188
1.02411 68.2353 1.05452 68.3619
1.02145 68.4651 1.05487 67.9439
1.0196 68.72 1.05642 66.3515
1.01795 68.5301 1.0562 67.3865
1.01511 68.695 1.05106 68.4216
1.01402 69.1348 1.04936 69.0884
1.011 69.2864 1.05083 65.4658
1.00927 69.0648 1.04704 69.7651
1.00752 69.3647 1.04502 66.5705
1.00537 69.2064 1.04479 68.6704
1.00339 69.3997 1.04679 69.5263
1.00171 69.7928 1.03947 68.8794
0.999991 69.5113 1.03879 70.6409
0.998672 70.0393 1.03873 70.1732
0.996594 69.7711 1.0364 70.1433
0.994916 70.071 1.04783 67.8045
0.992831 70.026 1.0363 69.0685
0.991792 70.1676 1.03178 70.9295
0.989639 70.3275 1.0349 69.2078
0.98762 70.3008 1.03333 69.6059
0.985828 70.5524 1.04397 69.0784
0.984221 70.3591 1.02899 70.3822
0.98246 70.8206 1.03363 70.3424
0.980842 70.5923 1.02831 70.4419
0.980288 70.7289 1.02821 70.4817
0.978237 70.8339 1.03168 69.9244
0.975827 70.8056 1.02849 70.8201
0.975004 70.8922 1.02508 70.2826
0.97286 70.8939 1.03189 69.2377
0.970869 71.4785 1.02324 69.9045
0.969416 71.0304 1.02509 71.0589
0.969037 71.1571 1.02087 71.3873
0.967124 71.6718 1.0232 69.5661
0.965838 71.2503 1.02016 70.7106
0.963503 71.6351 1.01912 70.3125
0.96235 71.5952 1.01976 72.3029
0.960962 71.7401 1.01921 70.5613
0.959254 71.9316 1.01347 71.6959
0.957952 71.6884 1.01312 70.6807
0.956532 71.8783 1.03014 69.9841
0.955449 72.0233 1.01522 70.9992
0.95397 71.88 1.01435 71.885
0.952602 72.3564 1.01283 72.3627
0.950951 71.9816 1.01933 72.293
0.949811 72.2115 1.01783 71.2281
0.948078 72.3481 1.01145 72.7309
0.94674 72.4197 1.01058 71.2779
0.945318 72.4697 1.00981 72.6513
0.944951 72.443 1.00803 71.7655
0.943503 72.9128 1.00769 71.9944
0.94271 72.8245 1.01051 72.084
0.940641 73.0644 1.006 71.3774
0.939897 72.7512 1.00806 71.9845
0.938286 73.0977 1.01062 71.6859
0.936295 72.9694 1.00629 73.0394
0.935773 73.2643 1.00681 72.0442
0.934241 73.2309 1.00394 71.885
0.932466 73.1443 1.00381 71.5167
0.932363 73.3859 1.0046 70.9295
0.93151 73.4525 1.01116 72.283
0.930025 73.4192 1.00306 73.3678
0.928996 73.4492 0.999083 72.7906
0.927713 73.4908 1.00349 71.7854
0.926279 73.6557 1.00041 71.7058
0.92503 73.6407 1.00085 71.6262
0.924236 73.6557 0.999234 73.1588
0.922553 73.9039 0.99848 72.3129
0.922238 73.794 1.0004 72.7408
0.920644 74.1238 1.00416 72.4522
0.920163 73.9889 1.00537 71.6262
0.918824 74.0772 0.99959 73.0494
0.917466 74.1738 0.997972 72.6612
0.917253 74.0805 0.996391 72.4522
0.915797 74.2354 0.999233 72.6413
0.914187 74.2821 0.995666 72.2134
0.913516 74.3287 0.996285 73.0394
0.911702 74.427 1.0096 72.3925
0.911686 74.417 0.996337 73.2086
0.910383 74.5253 0.99514 72.9697
0.909158 74.5552 0.99714 72.4821
0.907617 74.6535 0.994746 72.9996
0.907292 74.6369 0.991275 73.2783
0.906613 74.6035 0.994166 72.8901
0.904847 74.8368 0.994414 73.3579
0.904112 74.8717 0.995671 72.9598
0.903823 74.9567 0.998008 73.1091
0.901652 75.1249 0.99429 73.5967
0.900987 74.8801 0.994071 73.2683
0.900307 74.99 0.994635 73.6664
0.899321 75.0167 0.996419 73.0295
0.898392 74.97 0.994036 72.9896
0.89732 74.9933 0.996591 73.5271
